83480,2662,6.328
83500,2654,6.328
83520,2646,6.328
83540,2637,6.328
83560,2628,6.328
83580,2619,6.328
83600,2609,6.328
83620,2599,6.328
83640,2588,6.328
83660,2578,6.328
83680,2567,6.328
83700,2555,6.328
83720,2543,6.328
83740,2532,6.328
83760,2521,6.504
83780,2510,6.328
83800,2500,6.504
83820,2490,6.680
83840,2480,6.680
83860,2471,6.680
83880,2462,6.680
83900,2453,6.680
83920,2445,6.680
83940,2437,6.680
83960,2430,6.680
83980,2423,6.680
84000,2416,6.680
84020,2410,6.504
84040,2404,6.504
84060,2398,6.504
84080,2393,6.504
84100,2389,6.504
84120,2384,6.680
84140,2380,6.504
84160,2377,6.680
84180,2374,6.504
84200,2371,6.680
84220,2369,6.680
84240,2367,6.504
84260,2365,6.504
84280,2364,6.504
New target: -965 steps (-108.56 deg)
84300,2363,6.680
84320,2362,6.680
84340,2361,6.504
84360,2359,6.504
84380,2357,6.328
84400,2355,6.328
84420,2352,6.328
84440,2349,6.152
84460,2346,6.328
84480,2342,6.152
84500,2337,6.328
84520,2333,6.152
84540,2328,6.328
84560,2322,6.152
84580,2316,6.152
84600,2310,6.152
84620,2303,6.328
84640,2296,6.328
84660,2289,6.328
84680,2281,6.328
84700,2273,6.328
84720,2264,6.328
84740,2255,6.328
84760,2246,6.328
84780,2237,6.152
84800,2227,6.328
84820,2217,6.328
84840,2206,6.152
84860,2195,6.152
84880,2183,6.328
84900,2171,6.328
84920,2159,6.328
84940,2146,6.328
84960,2133,6.328
84980,2120,6.328
85000,2106,6.328
85020,2092,6.328
85040,2078,6.328
85060,2063,6.328
85080,2048,6.328
85100,2033,6.328
85120,2017,6.328
85140,2001,6.328
85160,1985,6.328
85180,1969,6.328
85200,1952,6.328
85220,1935,6.328
85240,1917,6.328
85260,1898,6.328
85280,1880,6.328
85300,1862,6.328
85320,1844,6.328
85340,1827,6.328
85360,1809,6.504
85380,1792,6.504
85400,1776,6.504
85420,1760,6.504
85440,1744,6.504
85460,1728,6.504
85480,1712,6.504
85500,1697,6.504
85520,1682,6.504
85540,1667,6.504
85560,1653,6.504
85580,1640,6.680
85600,1627,6.504
85620,1614,6.504
85640,1602,6.504
85660,1590,6.504
85680,1578,6.504
85700,1567,6.504
85720,1556,6.504
85740,1545,6.504
85760,1535,6.504
85780,1525,6.504
85800,1515,6.504
85820,1506,6.504
85840,1497,6.504
85860,1488,6.680
85880,1480,6.680
85900,1472,6.504
85920,1465,6.504
85940,1458,6.504
85960,1451,6.504
85980,1445,6.504
86000,1439,6.504
86020,1434,6.504
86040,1429,6.504
86060,1424,6.680
86080,1420,6.504
86100,1416,6.504
86120,1412,6.504
86140,1409,6.504
86160,1406,6.504
86180,1404,6.504
86200,1402,6.504
86220,1401,6.504
86240,1400,6.504
86260,1399,6.328
New target: -836 steps (-94.05 deg)
86280,1398,6.504
86300,1398,6.504
86320,1397,6.504
86340,1395,6.504
86360,1393,6.504
86380,1391,6.328
86400,1388,6.328
86420,1385,6.328
86440,1382,6.152
86460,1378,6.152
86480,1374,6.152
86500,1369,6.152
86520,1364,6.152
86540,1359,6.152
86560,1353,6.152
86580,1347,6.152
86600,1340,6.152
86620,1333,6.152
86640,1326,6.152
86660,1318,6.328
86680,1310,6.328
86700,1301,6.152
86720,1292,6.152
86740,1283,6.152
86760,1273,6.328
86780,1263,6.328
86800,1253,6.152
86820,1243,6.328
86840,1232,6.328
86860,1221,6.328
86880,1209,6.328
86900,1197,6.152
86920,1185,6.328
86940,1172,6.152
86960,1159,6.328
86980,1145,6.328
87000,1131,6.152
87020,1117,6.152
87040,1103,6.328
87060,1088,6.328
87080,1073,6.328
87100,1057,6.328
87120,1041,6.328
87140,1024,6.152
87160,1008,6.328
87180,991,6.328
87200,974,6.328
87220,957,6.328
87240,941,6.328
87260,924,6.328
87280,908,6.328
87300,892,6.504
87320,877,6.504
87340,862,6.504
87360,847,6.680
87380,833,6.680
87400,818,6.680
87420,804,6.504
87440,791,6.680
87460,778,6.680
87480,765,6.504
87500,753,6.680
87520,741,6.504
87540,730,6.680
87560,719,6.680
87580,708,6.504
87600,698,6.680
87620,688,6.680
87640,678,6.504
87660,669,6.504
87680,660,6.504
87700,651,6.504
87720,643,6.504
87740,635,6.504
87760,628,6.504
87780,621,6.504
87800,614,6.504
87820,608,6.680
87840,602,6.680
87860,597,6.504
87880,592,6.504
87900,587,6.504
87920,583,6.504
87940,579,6.504
87960,575,6.504
87980,572,6.504
88000,569,6.680
88020,567,6.504
88040,565,6.504
88060,564,6.504
88080,563,6.504
New target: 799 steps (89.89 deg)
88100,562,6.680
88120,563,6.504
88140,564,6.504
88160,566,6.504
88180,568,6.680
88200,570,6.680
88220,573,6.680
88240,576,6.680
88260,580,6.680
88280,584,6.680
88300,588,6.680
88320,593,6.680
88340,598,6.680
88360,603,6.680
88380,609,6.680
88400,616,6.680
88420,622,6.680
88440,629,6.680
88460,637,6.680
88480,645,6.680
88500,653,6.680
88520,661,6.504
88540,670,6.504
88560,679,6.504
88580,689,6.680
88600,699,6.680
88620,710,6.680
88640,721,6.680
88660,732,6.680
88680,743,6.504
88700,755,6.680
88720,767,6.504
88740,779,6.680
88760,792,6.504
88780,805,6.680
88800,819,6.680
88820,833,6.504
88840,847,6.680
88860,862,6.680
88880,877,6.680
88900,893,6.680
