time_ms,angle_deg
12060,-0.600
12065,-0.450
12070,-0.300
12075,-0.150
12080,0.000
12085,0.300
12090,0.450
12095,0.600
12100,0.750
12105,0.900
12110,1.050
12115,1.200
12120,1.350
12125,1.500
12130,1.650
12135,1.800
12140,1.950
12145,2.100
12150,2.100
12155,2.250
12160,2.400
12165,2.400
12170,2.550
12175,2.550
12180,2.550
12185,2.550
12190,2.700
12195,2.700
12200,2.700
12205,2.700
12210,2.700
12215,2.550
12220,2.550
12225,2.550
12230,2.400
12235,2.400
12240,2.250
12245,2.250
12250,2.100
12255,1.950
12260,1.950
12265,1.800
12270,1.650
12275,1.500
12280,1.350
12285,1.200
12290,1.050
12295,0.900
12300,0.750
12305,0.600
12310,0.450
12315,0.300
12320,0.150
12325,0.000
12330,-0.150
12335,-0.300
12340,-0.450
12345,-0.750
12350,-0.900
12355,-1.050
12360,-1.200
12365,-1.350
12370,-1.500
12375,-1.500
12380,-1.650
12385,-1.800
12390,-1.950
12395,-2.100
12400,-2.100
12405,-2.250
12410,-2.250
12415,-2.400
12420,-2.400
12425,-2.550
12430,-2.550
12435,-2.550
12440,-2.550
12445,-2.550
12450,-2.550
12455,-2.550
12460,-2.550
12465,-2.550
12470,-2.400
12475,-2.400
12480,-2.400
12485,-2.250
12490,-2.250
12495,-2.100
12500,-1.950
12505,-1.950
12510,-1.800
12515,-1.650
12520,-1.500
12525,-1.500
12530,-1.350
12535,-1.200
12540,-1.050
12545,-0.900
12550,-0.750
12555,-0.600
12560,-0.450
12565,-0.300
12570,-0.150
12575,0.000
12580,0.150
12585,0.300
12590,0.450
12595,0.600
12600,0.750
12605,0.900
12610,1.050
12615,1.050
12620,1.200
12625,1.350
12630,1.500
12635,1.500
12640,1.650
12645,1.800
12650,1.800
12655,1.950
12660,1.950
12665,2.100
12670,2.100
12675,2.100
12680,2.100
12685,2.250
12690,2.250
12695,2.250
12700,2.250
12705,2.250
12710,2.100
12715,2.100
12720,2.100
12725,2.100
12730,1.950
12735,1.950
12740,1.800
12745,1.800
12750,1.650
12755,1.650
12760,1.500
12765,1.350
12770,1.200
12775,1.200
12780,1.050
12785,0.900
12790,0.750
12795,0.600
12800,0.450
12805,0.450
12810,0.300
12815,0.150
12820,0.000
12825,-0.150
12830,-0.300
12835,-0.450
12840,-0.600
12845,-0.750
12850,-0.900
12855,-0.900
12860,-1.050
12865,-1.200
12870,-1.350
12875,-1.350
12880,-1.500
12885,-1.650
12890,-1.650
12895,-1.800
12900,-1.800
12905,-1.800
12910,-1.950
12915,-1.950
12920,-1.950
12925,-2.100
12930,-2.100
12935,-2.100
12940,-2.100
12945,-2.100
12950,-2.100
12955,-2.100
12960,-1.950
12965,-1.950
12970,-1.950
12975,-1.950
12980,-1.800
12985,-1.800
12990,-1.650
12995,-1.650
13000,-1.500
13005,-1.500
13010,-1.350
13015,-1.350
13020,-1.200
13025,-1.050
13030,-1.050
13035,-0.900
13040,-0.750
13045,-0.600
13050,-0.600
13055,-0.450
13060,-0.300
13065,-0.150
13070,0.000
13075,0.000
13080,0.150
13085,0.300
13090,0.450
13095,0.600
13100,0.600
13105,0.750
13110,0.900
13115,0.900
13120,1.050
13125,1.200
13130,1.200
13135,1.350
13140,1.350
13145,1.500
13150,1.500
13155,1.500
13160,1.650
13165,1.650
13170,1.650
13175,1.650
13180,1.800
13185,1.800
13190,1.800
13195,1.800
13200,1.800
13205,1.650
13210,1.650
13215,1.650
13220,1.650
13225,1.500
13230,1.500
13235,1.500
13240,1.350
13245,1.350
13250,1.200
13255,1.200
13260,1.050
13265,1.050
13270,0.900
13275,0.900
13280,0.750
13285,0.600
13290,0.600
13295,0.450
13300,0.300
13305,0.300
13310,0.150
13315,0.000
13320,-0.150
13325,-0.150
13330,-0.300
13335,-0.450
13340,-0.450
13345,-0.600
13350,-0.750
13355,-0.750
13360,-0.900
13365,-0.900
13370,-1.050
13375,-1.050
13380,-1.200
13385,-1.200
13390,-1.350
13395,-1.350
13400,-1.500
13405,-1.500
13410,-1.500
13415,-1.650
13420,-1.650
13425,-1.650
13430,-1.650
13435,-1.650
13440,-1.650
13445,-1.650
13450,-1.650
13455,-1.650
13460,-1.650
13465,-1.500
13470,-1.500
13475,-1.500
13480,-1.500
13485,-1.350
13490,-1.350
13495,-1.200
13500,-1.200
13505,-1.050
13510,-1.050
13515,-0.900
13520,-0.900
13525,-0.750
13530,-0.750
13535,-0.600
13540,-0.600
13545,-0.450
13550,-0.300
13555,-0.300
13560,-0.150
13565,-0.150
13570,0.000
13575,0.150
13580,0.150
13585,0.300
13590,0.300
13595,0.450
13600,0.600
13605,0.600
13610,0.750
13615,0.750
13620,0.900
13625,0.900
13630,0.900
13635,1.050
13640,1.050
13645,1.050
13650,1.200
13655,1.200
13660,1.200
13665,1.200
13670,1.350
13675,1.350
13680,1.350
13685,1.350
13690,1.350
13695,1.350
13700,1.350
13705,1.200
13710,1.200
13715,1.200
13720,1.200
13725,1.200
13730,1.050
13735,1.050
13740,1.050
13745,0.900
13750,0.900
13755,0.750
13760,0.750
13765,0.750
13770,0.600
13775,0.600
13780,0.450
13785,0.450
13790,0.300
13795,0.300
13800,0.150
13805,0.150
13810,0.000
13815,0.000
13820,-0.150
13825,-0.150
13830,-0.300
13835,-0.300
13840,-0.450
13845,-0.450
13850,-0.600
13855,-0.600
13860,-0.750
13865,-0.750
13870,-0.750
13875,-0.900
13880,-0.900
13885,-0.900
13890,-1.050
13895,-1.050
13900,-1.050
13905,-1.050
13910,-1.050
13915,-1.050
13920,-1.200
13925,-1.200
13930,-1.200
13935,-1.200
13940,-1.200
13945,-1.200
13950,-1.200
13955,-1.200
13960,-1.050
13965,-1.050
